Location,Date,Existing_Capacity,Current_Utilization
Seattle,2024-02-15,12199,11570
Seattle,2024-02-16,12199,11595
Seattle,2024-02-17,12199,11612
Seattle,2024-02-18,12199,11610
Seattle,2024-02-19,12199,11605
Seattle,2024-02-20,12199,11611
Seattle,2024-02-21,12199,11608
Seattle,2024-02-22,12199,11613
Seattle,2024-02-23,12199,11614
Seattle,2024-02-24,12199,11624
Seattle,2024-02-25,12199,11643
Seattle,2024-02-26,12199,11654
Seattle,2024-02-27,12199,11672
Seattle,2024-02-28,12199,11697
Seattle,2024-02-29,12199,11711
Seattle,2024-03-01,12199,11734
Seattle,2024-03-02,12199,11750
Seattle,2024-03-03,12199,11776
Seattle,2024-03-04,12199,11773
Seattle,2024-03-05,12199,11776
Seattle,2024-03-06,12199,11785
Seattle,2024-03-07,12199,11808
Seattle,2024-03-08,12199,11807
Seattle,2024-03-09,12199,11820
Seattle,2024-03-10,12199,11818
Seattle,2024-03-11,12199,11821
Seattle,2024-03-12,12199,11845
Seattle,2024-03-13,12199,11872
Seattle,2024-03-14,12199,11869
Seattle,2024-03-15,12199,11887
Seattle,2024-03-16,12199,11881
Seattle,2024-03-17,12199,11902
Seattle,2024-03-18,12199,11904
Seattle,2024-03-19,12199,11927
Seattle,2024-03-20,12199,11927
Seattle,2024-03-21,13205,11951
Seattle,2024-03-22,13205,11964
Seattle,2024-03-23,13205,11985
Seattle,2024-03-24,13205,11990
Seattle,2024-03-25,13205,12013
Seattle,2024-03-26,13205,12009
Seattle,2024-03-27,13205,12031
Seattle,2024-03-28,13205,12033
Seattle,2024-03-29,13205,12036
Seattle,2024-03-30,13205,12033
Seattle,2024-03-31,13205,12031
Seattle,2024-04-01,13205,12037
Seattle,2024-04-02,13205,12051
Seattle,2024-04-03,13205,12046
Seattle,2024-04-04,13205,12048
Seattle,2024-04-05,13205,12049
Seattle,2024-04-06,13205,12059
Seattle,2024-04-07,13205,12076
Seattle,2024-04-08,13205,12088
Seattle,2024-04-09,13205,12108
Seattle,2024-04-10,13205,12122
Seattle,2024-04-11,13205,12122
Seattle,2024-04-12,13205,12133
Seattle,2024-04-13,13205,12161
Seattle,2024-04-14,13205,12160
Seattle,2024-04-15,13205,12166
Seattle,2024-04-16,13205,12180
Seattle,2024-04-17,13205,12178
Seattle,2024-04-18,13205,12202
Seattle,2024-04-19,13205,12209
Seattle,2024-04-20,13205,12221
Seattle,2024-04-21,13205,12217
Seattle,2024-04-22,13205,12225
Seattle,2024-04-23,13205,12223
Seattle,2024-04-24,13205,12223
Seattle,2024-04-25,13205,12240
Seattle,2024-04-26,13205,12253
Seattle,2024-04-27,13205,12263
Seattle,2024-04-28,13205,12275
Seattle,2024-04-29,13205,12287
Seattle,2024-04-30,13205,12303
Seattle,2024-05-01,13205,12300
Seattle,2024-05-02,13205,12325
Seattle,2024-05-03,13205,12343
Seattle,2024-05-04,13205,12353
Seattle,2024-05-05,13205,12376
Seattle,2024-05-06,13205,12385
Seattle,2024-05-07,13205,12408
Seattle,2024-05-08,13205,12417
Seattle,2024-05-09,13205,12434
Seattle,2024-05-10,13205,12441
Seattle,2024-05-11,13205,12447
Seattle,2024-05-12,13205,12453
Seattle,2024-05-13,13205,12471
Seattle,2024-05-14,13205,12467
Seattle,2024-05-15,13205,12487
Seattle,2024-05-16,13205,12486
Seattle,2024-05-17,13205,12485
Seattle,2024-05-18,13205,12505
Seattle,2024-05-19,13205,12516
Seattle,2024-05-20,13205,12532
Seattle,2024-05-21,13205,12545
Seattle,2024-05-22,13205,12560
Seattle,2024-05-23,13205,12569
Seattle,2024-05-24,13205,12593
Seattle,2024-05-25,13205,12614
Seattle,2024-05-26,13205,12640
Seattle,2024-05-27,13205,12655
Seattle,2024-05-28,13205,12660
Seattle,2024-05-29,13205,12676
Seattle,2024-05-30,13205,12677
Seattle,2024-05-31,13205,12695
Seattle,2024-06-01,13205,12698
Seattle,2024-06-02,13205,12709
Seattle,2024-06-03,13205,12716
Seattle,2024-06-04,13205,12738
Seattle,2024-06-05,13205,12753
Seattle,2024-06-06,13205,12777
Seattle,2024-06-07,13205,12804
Seattle,2024-06-08,13205,12828
Seattle,2024-06-09,13205,12848
Seattle,2024-06-10,13205,12868
Seattle,2024-06-11,13205,12868
Seattle,2024-06-12,13205,12898
Seattle,2024-06-13,13205,12925
Seattle,2024-06-14,13205,12929
Seattle,2024-06-15,13205,12932
Seattle,2024-06-16,13205,12952
Seattle,2024-06-17,14284,12979
Seattle,2024-06-18,14284,12976
Seattle,2024-06-19,14284,13000
Seattle,2024-06-20,14284,13019
Seattle,2024-06-21,14284,13027
Seattle,2024-06-22,14284,13032
Seattle,2024-06-23,14284,13048
Seattle,2024-06-24,14284,13051
Seattle,2024-06-25,14284,13064
Seattle,2024-06-26,14284,13075
Seattle,2024-06-27,14284,13087
Seattle,2024-06-28,14284,13090
Seattle,2024-06-29,14284,13100
Seattle,2024-06-30,14284,13110
Seattle,2024-07-01,14284,13125
Seattle,2024-07-02,14284,13149
Seattle,2024-07-03,14284,13150
Seattle,2024-07-04,14284,13174
Seattle,2024-07-05,14284,13176
Seattle,2024-07-06,14284,13176
Seattle,2024-07-07,14284,13191
Seattle,2024-07-08,14284,13203
Seattle,2024-07-09,14284,13221
Seattle,2024-07-10,14284,13232
Seattle,2024-07-11,14284,13238
Seattle,2024-07-12,14284,13239
Seattle,2024-07-13,14284,13248
Seattle,2024-07-14,14284,13258
Seattle,2024-07-15,14284,13279
Seattle,2024-07-16,14284,13294
Seattle,2024-07-17,14284,13313
Seattle,2024-07-18,14284,13311
Seattle,2024-07-19,14284,13323
Seattle,2024-07-20,14284,13320
Seattle,2024-07-21,14284,13324
Seattle,2024-07-22,14284,13351
Seattle,2024-07-23,14284,13372
Seattle,2024-07-24,14284,13394
Seattle,2024-07-25,14284,13401
Seattle,2024-07-26,14284,13400
Seattle,2024-07-27,14284,13416
Seattle,2024-07-28,14284,13426
Seattle,2024-07-29,14284,13429
Seattle,2024-07-30,14284,13447
Seattle,2024-07-31,14284,13454
Seattle,2024-08-01,14284,13472
Seattle,2024-08-02,14284,13495
Seattle,2024-08-03,14284,13496
Seattle,2024-08-04,14284,13524
Seattle,2024-08-05,14284,13524
Seattle,2024-08-06,14284,13523
Seattle,2024-08-07,14284,13548
Seattle,2024-08-08,14284,13573
Seattle,2024-08-09,14284,13590
Seattle,2024-08-10,14284,13607
Seattle,2024-08-11,14284,13630
Seattle,2024-08-12,14284,13641
Seattle,2024-08-13,14284,13643
Seattle,2024-08-14,14284,13641
Seattle,2024-08-15,14284,13646
Seattle,2024-08-16,14284,13661
Seattle,2024-08-17,14284,13688
Seattle,2024-08-18,14284,13689
Seattle,2024-08-19,14284,13712
Seattle,2024-08-20,14284,13718
Seattle,2024-08-21,14284,13735
Seattle,2024-08-22,14284,13747
Seattle,2024-08-23,14284,13757
Seattle,2024-08-24,14284,13778
Seattle,2024-08-25,14284,13783
Seattle,2024-08-26,14284,13804
Seattle,2024-08-27,14284,13806
Seattle,2024-08-28,14284,13822
Seattle,2024-08-29,14284,13838
Seattle,2024-08-30,14284,13842
Seattle,2024-08-31,14284,13854
Seattle,2024-09-01,14284,13879
Seattle,2024-09-02,14284,13880
Seattle,2024-09-03,14284,13880
Seattle,2024-09-04,14284,13881
Seattle,2024-09-05,14284,13895
Seattle,2024-09-06,14284,13913
Seattle,2024-09-07,14284,13915
Seattle,2024-09-08,14284,13927
Seattle,2024-09-09,14284,13949
Seattle,2024-09-10,14284,13961
Seattle,2024-09-11,14284,13979
Seattle,2024-09-12,14284,13985
Seattle,2024-09-13,14284,13986
Seattle,2024-09-14,14284,13985
Seattle,2024-09-15,14284,13995
Seattle,2024-09-16,14284,14016
Seattle,2024-09-17,14284,14028
Seattle,2024-09-18,15221,14037
Seattle,2024-09-19,15221,14043
Seattle,2024-09-20,15221,14051
Seattle,2024-09-21,15221,14048
Seattle,2024-09-22,15221,14070
Seattle,2024-09-23,15221,14066
Seattle,2024-09-24,15221,14083
Seattle,2024-09-25,15221,14096
Seattle,2024-09-26,15221,14108
Seattle,2024-09-27,15221,14119
Seattle,2024-09-28,15221,14131
Seattle,2024-09-29,15221,14146
Seattle,2024-09-30,15221,14154
Seattle,2024-10-01,15221,14171
Seattle,2024-10-02,15221,14173
Seattle,2024-10-03,15221,14185
Seattle,2024-10-04,15221,14214
Seattle,2024-10-05,15221,14227
Seattle,2024-10-06,15221,14231
Seattle,2024-10-07,15221,14250
Seattle,2024-10-08,15221,14250
Seattle,2024-10-09,15221,14273
Seattle,2024-10-10,15221,14289
Seattle,2024-10-11,15221,14307
Seattle,2024-10-12,15221,14312
Seattle,2024-10-13,15221,14323
Seattle,2024-10-14,15221,14336
Seattle,2024-10-15,15221,14360
Seattle,2024-10-16,15221,14383
Seattle,2024-10-17,15221,14388
Seattle,2024-10-18,15221,14411
Seattle,2024-10-19,15221,14419
Seattle,2024-10-20,15221,14427
Seattle,2024-10-21,15221,14447
Seattle,2024-10-22,15221,14459
Seattle,2024-10-23,15221,14470
Seattle,2024-10-24,15221,14500
Seattle,2024-10-25,15221,14532
Seattle,2024-10-26,15221,14558
Seattle,2024-10-27,15221,14566
Seattle,2024-10-28,15221,14587
Seattle,2024-10-29,15221,14591
Seattle,2024-10-30,15221,14603
Seattle,2024-10-31,15221,14628
Seattle,2024-11-01,15221,14639
Seattle,2024-11-02,15221,14661
Seattle,2024-11-03,15221,14689
Seattle,2024-11-04,15221,14700
Seattle,2024-11-05,15221,14715
Seattle,2024-11-06,15221,14740
Seattle,2024-11-07,15221,14765
Seattle,2024-11-08,15221,14789
Seattle,2024-11-09,15221,14818
Seattle,2024-11-10,15221,14841
Seattle,2024-11-11,15221,14846
Seattle,2024-11-12,15221,14868
Seattle,2024-11-13,15221,14884
Seattle,2024-11-14,15221,14884
Seattle,2024-11-15,15221,14892
Seattle,2024-11-16,15221,14921
Seattle,2024-11-17,15221,14935
Seattle,2024-11-18,15221,14949
Seattle,2024-11-19,15221,14955
Seattle,2024-11-20,15221,14957
Seattle,2024-11-21,15221,14970
Seattle,2024-11-22,16380,14993
Seattle,2024-11-23,16380,15019
Seattle,2024-11-24,16380,15048
Seattle,2024-11-25,16380,15078
Seattle,2024-11-26,16380,15082
Seattle,2024-11-27,16380,15096
Seattle,2024-11-28,16380,15114
Seattle,2024-11-29,16380,15134
Seattle,2024-11-30,16380,15137
Seattle,2024-12-01,16380,15146
Seattle,2024-12-02,16380,15172
Seattle,2024-12-03,16380,15195
Seattle,2024-12-04,16380,15222
Seattle,2024-12-05,16380,15246
Seattle,2024-12-06,16380,15248
Seattle,2024-12-07,16380,15262
Seattle,2024-12-08,16380,15284
Seattle,2024-12-09,16380,15300
Seattle,2024-12-10,16380,15313
Seattle,2024-12-11,16380,15340
Seattle,2024-12-12,16380,15353
Seattle,2024-12-13,16380,15369
Seattle,2024-12-14,16380,15382
Seattle,2024-12-15,16380,15408
Seattle,2024-12-16,16380,15440
Seattle,2024-12-17,16380,15446
Seattle,2024-12-18,16380,15469
Seattle,2024-12-19,16380,15484
Seattle,2024-12-20,16380,15508
Seattle,2024-12-21,16380,15533
Seattle,2024-12-22,16380,15551
Seattle,2024-12-23,16380,15563
Seattle,2024-12-24,16380,15588
Seattle,2024-12-25,16380,15615
Seattle,2024-12-26,16380,15623
Seattle,2024-12-27,16380,15629
Seattle,2024-12-28,16380,15650
Seattle,2024-12-29,16380,15677
Seattle,2024-12-30,16380,15692
Seattle,2024-12-31,16380,15718
Seattle,2025-01-01,16380,15728
Seattle,2025-01-02,16380,15731
Seattle,2025-01-03,16380,15750
Seattle,2025-01-04,16380,15755
Seattle,2025-01-05,16380,15781
Seattle,2025-01-06,16380,15782
Seattle,2025-01-07,16380,15779
Seattle,2025-01-08,16380,15802
Seattle,2025-01-09,16380,15826
Seattle,2025-01-10,16380,15849
Seattle,2025-01-11,16380,15856
Seattle,2025-01-12,16380,15866
Seattle,2025-01-13,16380,15872
Seattle,2025-01-14,16380,15878
Seattle,2025-01-15,16380,15884
Seattle,2025-01-16,16380,15880
Seattle,2025-01-17,16380,15903
Seattle,2025-01-18,16380,15925
Seattle,2025-01-19,16380,15945
Seattle,2025-01-20,16380,15943
Seattle,2025-01-21,16380,15949
Seattle,2025-01-22,16380,15966
Seattle,2025-01-23,16380,15987
Seattle,2025-01-24,16380,15999
Seattle,2025-01-25,16380,15993
Seattle,2025-01-26,16380,15989
Seattle,2025-01-27,16380,15990
Seattle,2025-01-28,16380,16005
Seattle,2025-01-29,16380,16018
Seattle,2025-01-30,16380,16017
Seattle,2025-01-31,16380,16020
New York,2022-01-01,1249,891
New York,2022-01-02,1249,899
New York,2022-01-03,1249,899
New York,2022-01-04,1249,916
New York,2022-01-05,1249,914
New York,2022-01-06,1249,927
New York,2022-01-07,1249,944
New York,2022-01-08,1249,950
New York,2022-01-09,1249,948
New York,2022-01-10,1249,954
New York,2022-01-11,1249,969
New York,2022-01-12,1249,968
New York,2022-01-13,1249,980
New York,2022-01-14,1249,980
New York,2022-01-15,1249,995
New York,2022-01-16,2432,1018
New York,2022-01-17,2432,1015
New York,2022-01-18,2432,1039
New York,2022-01-19,2432,1037
New York,2022-01-20,2432,1044
New York,2022-01-21,2432,1061
New York,2022-01-22,2432,1066
New York,2022-01-23,2432,1072
New York,2022-01-24,2432,1089
New York,2022-01-25,2432,1111
New York,2022-01-26,2432,1130
New York,2022-01-27,2432,1128
New York,2022-01-28,2432,1137
New York,2022-01-29,2432,1142
New York,2022-01-30,2432,1165
New York,2022-01-31,2432,1184
New York,2022-02-01,2432,1199
New York,2022-02-02,2432,1219
New York,2022-02-03,2432,1218
New York,2022-02-04,2432,1215
New York,2022-02-05,2432,1215
New York,2022-02-06,2432,1235
New York,2022-02-07,2432,1257
New York,2022-02-08,2432,1263
New York,2022-02-09,2432,1276
New York,2022-02-10,2432,1300
New York,2022-02-11,2432,1311
New York,2022-02-12,2432,1307
New York,2022-02-13,2432,1312
New York,2022-02-14,2432,1333
New York,2022-02-15,2432,1356
New York,2022-02-16,2432,1358
New York,2022-02-17,2432,1379
New York,2022-02-18,2432,1389
New York,2022-02-19,2432,1409
New York,2022-02-20,2432,1434
New York,2022-02-21,2432,1439
New York,2022-02-22,2432,1451
New York,2022-02-23,2432,1460
New York,2022-02-24,2432,1462
New York,2022-02-25,2432,1482
New York,2022-02-26,2432,1481
New York,2022-02-27,2432,1495
New York,2022-02-28,2432,1508
New York,2022-03-01,2432,1512
New York,2022-03-02,2432,1510
New York,2022-03-03,2432,1527
New York,2022-03-04,2432,1533
New York,2022-03-05,2432,1549
New York,2022-03-06,2432,1551
New York,2022-03-07,2432,1559
New York,2022-03-08,2432,1556
New York,2022-03-09,2432,1572
New York,2022-03-10,2432,1574
New York,2022-03-11,2432,1573
New York,2022-03-12,2432,1582
New York,2022-03-13,2432,1602
New York,2022-03-14,2432,1626
New York,2022-03-15,2432,1628
New York,2022-03-16,2432,1646
New York,2022-03-17,2432,1642
New York,2022-03-18,2432,1639
New York,2022-03-19,2432,1659
New York,2022-03-20,2432,1667
New York,2022-03-21,2432,1695
New York,2022-03-22,2432,1694
New York,2022-03-23,2432,1695
New York,2022-03-24,2432,1721
New York,2022-03-25,2432,1729
New York,2022-03-26,2432,1747
New York,2022-03-27,2432,1760
New York,2022-03-28,2432,1772
New York,2022-03-29,2432,1780
New York,2022-03-30,2432,1796
New York,2022-03-31,2432,1797
New York,2022-04-01,2432,1792
New York,2022-04-02,2432,1805
New York,2022-04-03,2432,1815
New York,2022-04-04,2432,1814
New York,2022-04-05,2432,1834
New York,2022-04-06,2432,1853
New York,2022-04-07,2432,1857
New York,2022-04-08,2432,1863
New York,2022-04-09,2432,1863
New York,2022-04-10,2432,1861
New York,2022-04-11,2432,1870
New York,2022-04-12,2432,1895
New York,2022-04-13,2432,1893
New York,2022-04-14,2432,1910
New York,2022-04-15,2432,1926
New York,2022-04-16,2432,1941
New York,2022-04-17,2432,1946
New York,2022-04-18,2432,1968
New York,2022-04-19,2432,1985
New York,2022-04-20,2432,2006
New York,2022-04-21,2432,2017
New York,2022-04-22,2432,2015
New York,2022-04-23,2432,2035
New York,2022-04-24,2432,2039
New York,2022-04-25,2432,2035
New York,2022-04-26,2432,2050
New York,2022-04-27,2432,2058
New York,2022-04-28,2432,2081
New York,2022-04-29,2432,2083
New York,2022-04-30,2432,2105
New York,2022-05-01,2432,2103
New York,2022-05-02,2432,2112
New York,2022-05-03,2432,2125
New York,2022-05-04,2432,2146
New York,2022-05-05,2432,2170
New York,2022-05-06,2432,2167
New York,2022-05-07,2432,2171
New York,2022-05-08,2432,2182
New York,2022-05-09,3508,2201
New York,2022-05-10,3508,2203
New York,2022-05-11,3508,2221
New York,2022-05-12,3508,2221
New York,2022-05-13,3508,2232
New York,2022-05-14,3508,2255
New York,2022-05-15,3508,2275
New York,2022-05-16,3508,2286
New York,2022-05-17,3508,2290
New York,2022-05-18,3508,2291
New York,2022-05-19,3508,2315
New York,2022-05-20,3508,2324
New York,2022-05-21,3508,2348
New York,2022-05-22,3508,2369
New York,2022-05-23,3508,2372
New York,2022-05-24,3508,2390
New York,2022-05-25,3508,2393
New York,2022-05-26,3508,2409
New York,2022-05-27,3508,2426
New York,2022-05-28,3508,2426
New York,2022-05-29,3508,2441
New York,2022-05-30,3508,2457
New York,2022-05-31,3508,2456
New York,2022-06-01,3508,2477
New York,2022-06-02,3508,2500
New York,2022-06-03,3508,2510
New York,2022-06-04,3508,2507
New York,2022-06-05,3508,2505
New York,2022-06-06,3508,2536
New York,2022-06-07,3508,2560
New York,2022-06-08,3508,2569
New York,2022-06-09,3508,2575
New York,2022-06-10,3508,2588
New York,2022-06-11,3508,2604
New York,2022-06-12,3508,2620
New York,2022-06-13,3508,2635
New York,2022-06-14,3508,2653
New York,2022-06-15,3508,2665
New York,2022-06-16,3508,2691
New York,2022-06-17,3508,2701
New York,2022-06-18,3508,2711
New York,2022-06-19,3508,2729
New York,2022-06-20,3508,2733
New York,2022-06-21,3508,2745
New York,2022-06-22,3508,2756
New York,2022-06-23,3508,2766
New York,2022-06-24,3508,2768
New York,2022-06-25,3508,2796
New York,2022-06-26,3508,2807
New York,2022-06-27,3508,2832
New York,2022-06-28,3508,2841
New York,2022-06-29,3508,2863
New York,2022-06-30,3508,2879
New York,2022-07-01,3508,2880
New York,2022-07-02,3508,2886
New York,2022-07-03,3508,2887
New York,2022-07-04,3508,2898
New York,2022-07-05,3508,2898
New York,2022-07-06,3508,2897
New York,2022-07-07,3508,2926
New York,2022-07-08,3508,2953
New York,2022-07-09,3508,2963
New York,2022-07-10,3508,2990
New York,2022-07-11,3508,3014
New York,2022-07-12,3508,3043
New York,2022-07-13,3508,3064
New York,2022-07-14,3508,3067
New York,2022-07-15,3508,3082
New York,2022-07-16,3508,3095
New York,2022-07-17,3508,3121
New York,2022-07-18,3508,3132
New York,2022-07-19,3508,3133
New York,2022-07-20,3508,3148
New York,2022-07-21,3508,3175
New York,2022-07-22,3508,3181
New York,2022-07-23,3508,3188
New York,2022-07-24,3508,3187
New York,2022-07-25,3508,3202
New York,2022-07-26,3508,3231
New York,2022-07-27,3508,3251
New York,2022-07-28,4412,3260
New York,2022-07-29,4412,3283
New York,2022-07-30,4412,3293
New York,2022-07-31,4412,3319
New York,2022-08-01,4412,3340
New York,2022-08-02,4412,3363
New York,2022-08-03,4412,3370
New York,2022-08-04,4412,3378
New York,2022-08-05,4412,3396
New York,2022-08-06,4412,3400
New York,2022-08-07,4412,3415
New York,2022-08-08,4412,3416
New York,2022-08-09,4412,3431
New York,2022-08-10,4412,3455
New York,2022-08-11,4412,3463
New York,2022-08-12,4412,3484
New York,2022-08-13,4412,3484
New York,2022-08-14,4412,3486
New York,2022-08-15,4412,3495
New York,2022-08-16,4412,3510
New York,2022-08-17,4412,3531
New York,2022-08-18,4412,3537
New York,2022-08-19,4412,3552
New York,2022-08-20,4412,3564
New York,2022-08-21,4412,3561
New York,2022-08-22,4412,3566
New York,2022-08-23,4412,3575
New York,2022-08-24,4412,3590
New York,2022-08-25,4412,3594
New York,2022-08-26,4412,3622
New York,2022-08-27,4412,3624
New York,2022-08-28,4412,3653
New York,2022-08-29,4412,3660
New York,2022-08-30,4412,3672
New York,2022-08-31,4412,3693
New York,2022-09-01,4412,3707
New York,2022-09-02,4412,3721
New York,2022-09-03,4412,3735
New York,2022-09-04,4412,3755
New York,2022-09-05,4412,3761
New York,2022-09-06,4412,3781
New York,2022-09-07,4412,3788
New York,2022-09-08,4412,3803
New York,2022-09-09,4412,3814
New York,2022-09-10,4412,3817
New York,2022-09-11,4412,3833
New York,2022-09-12,4412,3839
New York,2022-09-13,4412,3852
New York,2022-09-14,4412,3869
New York,2022-09-15,4412,3884
New York,2022-09-16,4412,3887
New York,2022-09-17,4412,3905
New York,2022-09-18,4412,3926
New York,2022-09-19,4412,3925
New York,2022-09-20,4412,3924
New York,2022-09-21,4412,3948
New York,2022-09-22,4412,3948
New York,2022-09-23,4412,3958
New York,2022-09-24,4412,3966
New York,2022-09-25,4412,3974
New York,2022-09-26,4412,3985
New York,2022-09-27,4412,4007
New York,2022-09-28,4412,4033
New York,2022-09-29,4412,4054
New York,2022-09-30,4412,4071
New York,2022-10-01,4412,4086
New York,2022-10-02,4412,4103
New York,2022-10-03,4412,4125
New York,2022-10-04,4412,4142
New York,2022-10-05,4412,4151
New York,2022-10-06,5487,4167
New York,2022-10-07,5487,4184
New York,2022-10-08,5487,4209
New York,2022-10-09,5487,4239
New York,2022-10-10,5487,4263
New York,2022-10-11,5487,4291
New York,2022-10-12,5487,4301
New York,2022-10-13,5487,4315
New York,2022-10-14,5487,4344
New York,2022-10-15,5487,4354
New York,2022-10-16,5487,4362
New York,2022-10-17,5487,4392
New York,2022-10-18,5487,4416
New York,2022-10-19,5487,4437
New York,2022-10-20,5487,4462
New York,2022-10-21,5487,4477
New York,2022-10-22,5487,4492
New York,2022-10-23,5487,4513
New York,2022-10-24,5487,4536
New York,2022-10-25,5487,4543
New York,2022-10-26,5487,4564
New York,2022-10-27,5487,4582
New York,2022-10-28,5487,4611
New York,2022-10-29,5487,4637
New York,2022-10-30,5487,4671
New York,2022-10-31,5487,4695
New York,2022-11-01,5487,4702
New York,2022-11-02,5487,4714
New York,2022-11-03,5487,4716
New York,2022-11-04,5487,4746
New York,2022-11-05,5487,4766
New York,2022-11-06,5487,4790
New York,2022-11-07,5487,4795
New York,2022-11-08,5487,4823
New York,2022-11-09,5487,4833
New York,2022-11-10,5487,4855
New York,2022-11-11,5487,4857
New York,2022-11-12,5487,4879
New York,2022-11-13,5487,4896
New York,2022-11-14,5487,4901
New York,2022-11-15,5487,4924
New York,2022-11-16,5487,4934
New York,2022-11-17,5487,4939
New York,2022-11-18,5487,4943
New York,2022-11-19,5487,4956
New York,2022-11-20,5487,4969
New York,2022-11-21,5487,4994
New York,2022-11-22,5487,4996
New York,2022-11-23,5487,5028
New York,2022-11-24,5487,5056
New York,2022-11-25,5487,5072
New York,2022-11-26,5487,5102
New York,2022-11-27,5487,5120
New York,2022-11-28,5487,5130
New York,2022-11-29,5487,5160
New York,2022-11-30,5487,5170
New York,2022-12-01,5487,5188
New York,2022-12-02,5487,5221
New York,2022-12-03,5487,5226
New York,2022-12-04,6660,5243
New York,2022-12-05,6660,5269
New York,2022-12-06,6660,5294
New York,2022-12-07,6660,5322
New York,2022-12-08,6660,5339
New York,2022-12-09,6660,5342
New York,2022-12-10,6660,5369
New York,2022-12-11,6660,5395
New York,2022-12-12,6660,5403
New York,2022-12-13,6660,5437
New York,2022-12-14,6660,5466
New York,2022-12-15,6660,5492
New York,2022-12-16,6660,5492
New York,2022-12-17,6660,5512
New York,2022-12-18,6660,5515
New York,2022-12-19,6660,5525
New York,2022-12-20,6660,5547
New York,2022-12-21,6660,5564
New York,2022-12-22,6660,5591
New York,2022-12-23,6660,5620
New York,2022-12-24,6660,5634
New York,2022-12-25,6660,5644
New York,2022-12-26,6660,5647
New York,2022-12-27,6660,5655
New York,2022-12-28,6660,5672
New York,2022-12-29,6660,5683
New York,2022-12-30,6660,5686
New York,2022-12-31,6660,5709
New York,2023-01-01,6660,5730
New York,2023-01-02,6660,5743
New York,2023-01-03,6660,5746
New York,2023-01-04,6660,5770
New York,2023-01-05,6660,5793
New York,2023-01-06,6660,5805
New York,2023-01-07,6660,5804
New York,2023-01-08,6660,5819
New York,2023-01-09,6660,5819
New York,2023-01-10,6660,5830
New York,2023-01-11,6660,5854
New York,2023-01-12,6660,5850
New York,2023-01-13,6660,5857
New York,2023-01-14,6660,5867
New York,2023-01-15,6660,5893
New York,2023-01-16,6660,5900
New York,2023-01-17,6660,5921
New York,2023-01-18,6660,5917
New York,2023-01-19,6660,5933
New York,2023-01-20,6660,5950
New York,2023-01-21,6660,5945
New York,2023-01-22,6660,5955
New York,2023-01-23,6660,5957
New York,2023-01-24,6660,5976
New York,2023-01-25,6660,6001
New York,2023-01-26,6660,6017
New York,2023-01-27,6660,6033
New York,2023-01-28,6660,6042
New York,2023-01-29,6660,6044
New York,2023-01-30,6660,6069
New York,2023-01-31,6660,6079
New York,2023-02-01,6660,6091
New York,2023-02-02,6660,6099
New York,2023-02-03,6660,6119
New York,2023-02-04,6660,6145
New York,2023-02-05,6660,6167
New York,2023-02-06,6660,6187
New York,2023-02-07,6660,6206
New York,2023-02-08,6660,6225
New York,2023-02-09,6660,6246
New York,2023-02-10,6660,6259
New York,2023-02-11,6660,6271
New York,2023-02-12,6660,6271
New York,2023-02-13,6660,6268
New York,2023-02-14,6660,6292
New York,2023-02-15,6660,6318
New York,2023-02-16,6660,6322
New York,2023-02-17,6660,6334
New York,2023-02-18,6660,6335
New York,2023-02-19,6660,6360
New York,2023-02-20,6660,6368
New York,2023-02-21,6660,6384
New York,2023-02-22,6660,6404
New York,2023-02-23,7821,6413
New York,2023-02-24,7821,6421
New York,2023-02-25,7821,6430
New York,2023-02-26,7821,6443
New York,2023-02-27,7821,6455
New York,2023-02-28,7821,6454
New York,2023-03-01,7821,6464
New York,2023-03-02,7821,6481
New York,2023-03-03,7821,6489
New York,2023-03-04,7821,6509
New York,2023-03-05,7821,6527
New York,2023-03-06,7821,6539
New York,2023-03-07,7821,6537
New York,2023-03-08,7821,6542
New York,2023-03-09,7821,6553
New York,2023-03-10,7821,6576
New York,2023-03-11,7821,6602
New York,2023-03-12,7821,6599
New York,2023-03-13,7821,6607
New York,2023-03-14,7821,6626
New York,2023-03-15,7821,6647
New York,2023-03-16,7821,6655
New York,2023-03-17,7821,6666
New York,2023-03-18,7821,6672
New York,2023-03-19,7821,6691
New York,2023-03-20,7821,6691
New York,2023-03-21,7821,6689
New York,2023-03-22,7821,6703
New York,2023-03-23,7821,6714
New York,2023-03-24,7821,6732
New York,2023-03-25,7821,6752
New York,2023-03-26,7821,6770
New York,2023-03-27,7821,6776
New York,2023-03-28,7821,6795
New York,2023-03-29,7821,6806
New York,2023-03-30,7821,6813
New York,2023-03-31,7821,6817
New York,2023-04-01,7821,6823
New York,2023-04-02,7821,6826
New York,2023-04-03,7821,6849
New York,2023-04-04,7821,6847
New York,2023-04-05,7821,6860
New York,2023-04-06,7821,6862
New York,2023-04-07,7821,6858
New York,2023-04-08,7821,6871
New York,2023-04-09,7821,6883
New York,2023-04-10,7821,6898
New York,2023-04-11,7821,6899
New York,2023-04-12,7821,6908
New York,2023-04-13,7821,6913
New York,2023-04-14,7821,6913
New York,2023-04-15,7821,6915
New York,2023-04-16,7821,6919
New York,2023-04-17,7821,6943
New York,2023-04-18,7821,6951
New York,2023-04-19,7821,6966
New York,2023-04-20,7821,6969
New York,2023-04-21,7821,6992
New York,2023-04-22,7821,7011
New York,2023-04-23,7821,7015
